Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_053450.1	19755762	19762923	1	minus	dendrocyte expressed seven transmembrane protein	DCSTAMP	120760385	protein-coding	XM_040080546.2	XP_039936480.1	472	
NC_053450.1	19810419	20267334	1	minus	regulating synaptic membrane exocytosis 2	RIMS2	120748428	protein-coding	XM_040054673.2	XP_039910607.1	1629	
NC_053450.1	20288699	20315712	1	minus	DDB1 and CUL4 associated factor 13	DCAF13	120756272	protein-coding	XM_040072341.2	XP_039928275.1	445	
NC_053450.1	20315778	20331082	1	plus	solute carrier family 25 member 32	SLC25A32	120760036	protein-coding	XM_040079932.2	XP_039935866.1	321	
NC_053450.1	20334348	20340728	1	minus	collagen triple helix repeat containing 1	CTHRC1	120760043	protein-coding	XM_040079946.2	XP_039935880.1	190	
NC_053450.1	20354671	20382007	1	minus	frizzled class receptor 6	FZD6	120757051	protein-coding	XM_040074107.1	XP_039930041.1	709	
NC_053450.1	20388623	20420984	1	minus	BAALC binder of MAP3K1 and KLF4	BAALC	120754521	protein-coding	XM_040068223.1	XP_039924157.1	146	
NC_053450.1	20440868	20458719	1	minus	ATPase H+ transporting V1 subunit C1	ATP6V1C1	120754672	protein-coding	XM_040068528.2	XP_039924462.1	382	
NC_053450.1	20461898	20466482	1	plus	uncharacterized LOC120758773	LOC120758773	120758773	lncRNA	XR_005703007.2			
NC_053450.1	20487095	20514217	1	plus	antizyme inhibitor 1	AZIN1	120750114	protein-coding	XM_040058329.1	XP_039914263.1	450	
NC_053450.1	20536528	20541828	1	plus	KLF transcription factor 10	KLF10	120762692	protein-coding	XM_040085350.1	XP_039941284.1	455	
NC_053450.1	20566252	20588795	1	minus	outer dense fiber of sperm tails 1	ODF1	120763886	protein-coding	XM_040087494.1	XP_039943428.1	176	
NC_053450.1	20588705	20674280	1	plus	ubiquitin protein ligase E3 component n-recognin 5	UBR5	120763840	protein-coding	XM_040087422.1	XP_039943356.1	2813	
NC_053450.1	20679376	20699717	1	plus	ribonucleotide reductase regulatory TP53 inducible subunit M2B	RRM2B	120756553	protein-coding	XM_040073066.2	XP_039929000.1	352	
NC_053450.1	20911942	20929104	1	plus	neurocalcin delta	NCALD	120750506	protein-coding	XM_040059311.2	XP_039915245.1	193	
NC_053450.1	20931627	20998038	1	minus	grainyhead like transcription factor 2	GRHL2	120761706	protein-coding	XM_040083304.2	XP_039939238.1	619	
NC_053450.1	21093173	21098582	1	plus	zinc finger protein 706	ZNF706	120752878	protein-coding	XM_040064621.2	XP_039920555.1	76	
NC_053450.1	21119184	21126537	1	plus	uncharacterized LOC120756461	LOC120756461	120756461	lncRNA	XR_005702153.1			
NC_053450.1	21171801	21197840	1	plus	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta	YWHAZ	120754074	protein-coding	XM_040067278.2	XP_039923212.1	245	
NC_053450.1	21217694	21231680	1	minus	uncharacterized LOC120763375	LOC120763375	120763375	lncRNA	XR_005704085.2			
NC_053450.1	21232178	21248326	1	plus	poly(A) binding protein cytoplasmic 1	PABPC1	120764889	protein-coding	XM_040089039.2	XP_039944973.1	637	
NC_053450.1	21284503	21305956	1	plus	ankyrin repeat domain 46	ANKRD46	120751533	protein-coding	XM_040061520.2	XP_039917454.1	228	
NC_053450.1	21357363	21359946	1	minus	uncharacterized LOC120756797	LOC120756797	120756797	lncRNA	XR_005702240.2			
NC_053450.1	21366764	21424397	1	plus	ring finger protein 19A, RBR E3 ubiquitin protein ligase	RNF19A	120757872	protein-coding	XM_040075602.1	XP_039931536.1	817	
NC_053450.1	21428881	21466097	1	minus	sperm associated antigen 1	SPAG1	120761611	protein-coding	XM_040083012.2	XP_039938946.1	964	
NC_053450.1	21467465	21471174	1	minus	RNA polymerase II, I and III subunit K	POLR2K	120755496	protein-coding	XM_040070510.1	XP_039926444.1	58	
NC_053450.1	21474365	21484703	1	plus	F-box protein 43	FBXO43	120755800	protein-coding	XM_040071273.1	XP_039927207.1	669	
NC_053450.1	21497447	21559031	1	plus	regulator of G protein signaling 22	RGS22	120756515	protein-coding	XM_040072998.1	XP_039928932.1	1241	
NC_053450.1	21572797	21578178	1	plus	cytochrome c oxidase subunit 6C	LOC120758294	120758294	protein-coding	XM_040076395.2	XP_039932329.1	77	
NC_053450.1	21581021	22009901	1	minus	vacuolar protein sorting 13 homolog B	VPS13B	120758308	protein-coding	XM_040076406.1	XP_039932340.1	4049	
NC_053450.1	22071274	22076996	1	minus	odd-skipped related transciption factor 2	OSR2	120756012	protein-coding	XM_040071671.1	XP_039927605.1	312	
NC_053450.1	22098174	22231582	1	plus	serine/threonine kinase 3	STK3	120756805	protein-coding	XM_040073495.2	XP_039929429.1	490	
NC_053450.1	22244244	22247865	1	minus	potassium voltage-gated channel modifier subfamily S member 2	KCNS2	120763682	protein-coding	XM_040087151.1	XP_039943085.1	512	
NC_053450.1	22276974	22350175	1	plus	NIPA like domain containing 2	NIPAL2	120760984	protein-coding	XM_040081790.1	XP_039937724.1	434	
NC_053450.1	22374054	22395709	1	minus	POP1 homolog, ribonuclease P/MRP subunit	POP1	120763415	protein-coding	XM_040086704.2	XP_039942638.1	1007	
NC_053450.1	22395845	22405275	1	plus	reactive intermediate imine deaminase A homolog	RIDA	120755610	protein-coding	XM_040070813.2	XP_039926747.1	136	
NC_053450.1	22413169	22415853	1	minus	glutamate rich 5	ERICH5	120760583	protein-coding	XM_040081025.1	XP_039936959.1	140	
NC_053450.1	22430080	22433950	1	plus	ribosomal protein L30	RPL30	120751159	protein-coding	XM_040060611.2	XP_039916545.1	115	
NC_053450.1	22433465	22433599	1	plus	small nucleolar RNA SNORA72	LOC120764407	120764407	snoRNA	XR_005704213.1			
NC_053450.1	22435427	22505061	1	minus	matrilin 2	MATN2	120751143	protein-coding	XM_040060594.2	XP_039916528.1	1226	
NC_053450.1	22518995	22577955	1	minus	lysosomal protein transmembrane 4 beta	LAPTM4B	120758885	protein-coding	XM_040077604.2	XP_039933538.1	224	
NC_053450.1	22591589	22627828	1	minus	metadherin	MTDH	120755790	protein-coding	XM_040071260.2	XP_039927194.1	623	
NC_053450.1	22774999	22920415	1	minus	carboxypeptidase Q	CPQ	120759147	protein-coding	XM_040078134.2	XP_039934068.1	529	
NC_053450.1	22930640	22990476	1	minus	syndecan 2	SDC2	120756122	protein-coding	XM_040071907.2	XP_039927841.1	201	
NC_053450.1	23041515	23070762	1	minus	phosphatidylserine synthase 1	PTDSS1	120757656	protein-coding	XM_040075168.2	XP_039931102.1	474	
NC_053450.1	23070926	23086409	1	plus	mitochondrial transcription termination factor 3	MTERF3	120750425	protein-coding	XM_040059128.1	XP_039915062.1	416	
NC_053450.1	23086925	23092503	1	plus	cytochrome b-c1 complex subunit 7	LOC120750438	120750438	protein-coding	XM_040059158.2	XP_039915092.1	111	
NC_053450.1	23125405	23136276	1	plus	growth differentiation factor 6	GDF6	120756561	protein-coding	XM_040073079.1	XP_039929013.1	402	
NC_053450.1	23451075	23451156	1	plus	transfer RNA serine (anticodon AGA)	TRNAS-AGA	120764664	tRNA				
NC_053450.1	23451333	23462666	1	plus	cilia and flagella associated protein 418	CFAP418	120762824	protein-coding	XM_040085634.1	XP_039941568.1	234	
NC_053450.1	23492276	23510741	1	minus	pleckstrin homology and FYVE domain containing 2	PLEKHF2	120761270	protein-coding	XM_040082353.1	XP_039938287.1	249	
NC_053450.1	23515286	23521189	1	plus	uncharacterized LOC120755456	LOC120755456	120755456	lncRNA	XR_005701782.2			
NC_053450.1	23527878	23545597	1	minus	NADH:ubiquinone oxidoreductase complex assembly factor 6	NDUFAF6	120761801	protein-coding	XM_040083468.1	XP_039939402.1	314	
NC_053450.1	23564459	23576370	1	plus	tumor protein p53 inducible nuclear protein 1	TP53INP1	120758671	protein-coding	XM_040077207.2	XP_039933141.1	237	
NC_053450.1	23589585	23602236	1	plus	cyclin E2	CCNE2	120760478	protein-coding	XM_040080881.2	XP_039936815.1	405	
NC_053450.1	23602271	23623743	1	minus	integrator complex subunit 8	INTS8	120760434	protein-coding	XM_040080745.2	XP_039936679.1	995	
NC_053450.1	23626530	23681073	1	minus	neural-cadherin-like	LOC120762303	120762303	protein-coding	XM_040084571.1	XP_039940505.1	2508	
NC_053450.1	23688343	23719237	1	minus	dpy-19 like 4	DPY19L4	120751172	protein-coding	XM_040060637.2	XP_039916571.1	761	
NC_053450.1	23775366	23775989	1	plus	GSK-3-binding protein-like	LOC120760057	120760057	protein-coding	XM_040079971.2	XP_039935905.1	202	
NC_053450.1	23796276	23828558	1	minus	epithelial splicing regulatory protein 1	ESRP1	120758608	protein-coding	XM_040077048.2	XP_039932982.1	636	
NC_053450.1	23835095	23860163	1	plus	vir like m6A methyltransferase associated	VIRMA	120749767	protein-coding	XM_040057430.2	XP_039913364.1	1829	
NC_053450.1	23840105	23846447	1	minus	uncharacterized LOC120749771	LOC120749771	120749771	lncRNA	XR_005699779.2			
NC_053450.1	23863038	23881979	1	minus	RING finger protein 151-like	LOC120749385	120749385	protein-coding	XM_040056777.2	XP_039912711.1	287	
NC_053450.1	23880913	23945586	1	plus	RAD54 homolog B	RAD54B	120749217	protein-coding	XM_040056461.2	XP_039912395.1	919	
NC_053450.1	23899425	23906720	1	plus	fibrinogen silencer binding protein	FSBP	120749325	protein-coding	XM_040056656.2	XP_039912590.1	298	
NC_053450.1	23955643	23959092	1	plus	uncharacterized LOC120758194	LOC120758194	120758194	lncRNA	XR_005702803.2			
NC_053450.1	23979468	23987524	1	plus	GTP binding protein overexpressed in skeletal muscle	GEM	120754693	protein-coding	XM_040068579.2	XP_039924513.1	297	
NC_053450.1	24007520	24031773	1	plus	cadherin 17	CDH17	120759119	protein-coding	XM_040078079.1	XP_039934013.1	833	
NC_053450.1	24098809	24106384	1	minus	pyruvate dehydrogenase phosphatase catalytic subunit 1	PDP1	120753295	protein-coding	XM_040065381.1	XP_039921315.1	560	
NC_053450.1	24118642	24139430	1	plus	uncharacterized LOC120760597	LOC120760597	120760597	lncRNA	XR_005703414.1			
NC_053450.1	24132501	24163913	1	minus	transmembrane protein 67	TMEM67	120760592	protein-coding	XM_040081037.1	XP_039936971.1	910	
NC_053450.1	24165746	24172125	1	plus	RNA binding motif protein 12B	RBM12B	120761253	protein-coding	XM_040082352.1	XP_039938286.1	699	
NC_053450.1	24175743	24196246	1	minus	CBY1 interacting BAR domain containing 1	CIBAR1	120761396	protein-coding	XM_040082809.1	XP_039938743.1	297	
NC_053450.1	24222948	24228968	1	plus	uncharacterized LOC131378675	LOC131378675	131378675	lncRNA	XR_009208408.1			
NC_053450.1	24495256	24555837	1	plus	triple QxxK/R motif containing	TRIQK	120753605	protein-coding	XM_040065957.2	XP_039921891.1	90	
NC_053450.1	24513104	24515162	1	plus	uncharacterized LOC120763898	LOC120763898	120763898	lncRNA	XR_005704145.1			
NC_053450.1	24901077	25013617	1	plus	RUNX1 partner transcriptional co-repressor 1	RUNX1T1	120748413	protein-coding	XM_040054621.2	XP_039910555.1	604	
NC_053450.1	25123560	25130099	1	minus	uncharacterized LOC120759694	LOC120759694	120759694	lncRNA	XR_005703218.2			
NC_053450.1	25192817	25259405	1	minus	solute carrier family 26 member 7	SLC26A7	120756776	protein-coding	XM_040073454.1	XP_039929388.1	655	
NC_053450.1	25284107	25294064	1	minus	OTU deubiquitinase 6B	OTUD6B	120758487	protein-coding	XM_040076804.2	XP_039932738.1	302	
NC_053450.1	25313047	25337105	1	plus	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2	PIP4P2	120760124	protein-coding	XM_040080077.2	XP_039936011.1	257	
NC_053450.1	25351928	25362339	1	plus	chromosome 1 C8orf88 homolog	C1H8orf88	120758346	protein-coding	XM_040076510.2	XP_039932444.1	131	
NC_053450.1	25366475	25423853	1	minus	N-terminal EF-hand calcium binding protein 1	NECAB1	120756380	protein-coding	XM_040072681.2	XP_039928615.1	329	
NC_053450.1	25458265	25469814	1	plus	transmembrane protein 64	TMEM64	120762501	protein-coding	XM_040084970.2	XP_039940904.2	605	
NC_053450.1	25670558	25688838	1	plus	calbindin 1	CALB1	120752285	protein-coding	XM_040063141.1	XP_039919075.1	262	
NC_053450.1	25695135	25709804	1	minus	2,4-dienoyl-CoA reductase 1	DECR1	120752652	protein-coding	XM_040064079.2	XP_039920013.1	334	
NC_053450.1	25712575	25736876	1	plus	nibrin	NBN	120761834	protein-coding	XM_040083534.2	XP_039939468.1	758	
NC_053450.1	25737515	25758209	1	minus	oxidative stress induced growth inhibitor family member 2	OSGIN2	120755466	protein-coding	XM_040070416.1	XP_039926350.1	555	
NC_053450.1	25793218	25816534	1	minus	Y+L amino acid transporter 2-like	LOC120755486	120755486	protein-coding	XM_040070470.2	XP_039926404.1	507	
NC_053450.1	25819837	25840667	1	minus	receptor interacting serine/threonine kinase 2	RIPK2	120755475	protein-coding	XM_040070427.2	XP_039926361.1	551	
NC_053450.1	26249750	26419954	1	plus	matrix metallopeptidase 16	MMP16	120752573	protein-coding	XM_040063856.2	XP_039919790.1	609	
NC_053450.1	26889202	26950082	1	plus	cyclic nucleotide gated channel subunit beta 3	CNGB3	120761933	protein-coding	XM_040083728.1	XP_039939662.1	769	
NC_053450.1	26953136	26982297	1	minus	copine 3	CPNE3	120751049	protein-coding	XM_040060349.2	XP_039916283.1	533	
NC_053450.1	26982396	26996758	1	plus	regulator of microtubule dynamics 1	RMDN1	120754970	protein-coding	XM_040069374.1	XP_039925308.1	305	
NC_053450.1	26998393	27057838	1	minus	WW domain containing E3 ubiquitin protein ligase 1	WWP1	120764692	protein-coding	XM_040088735.2	XP_039944669.1	925	
NC_053450.1	27078642	27098192	1	minus	ATPase H+ transporting V0 subunit d2	ATP6V0D2	120756101	protein-coding	XM_040071866.2	XP_039927800.1	351	
NC_053450.1	27246173	27263828	1	minus	carbonic anhydrase 2	LOC120749946	120749946	protein-coding	XM_040057985.1	XP_039913919.1	260	
NC_053450.1	27313575	27328797	1	minus	carbonic anhydrase 3-like	LOC120753939	120753939	protein-coding	XM_040066854.2	XP_039922788.1	265	
NC_053450.1	27343104	27357498	1	minus	carbonic anhydrase 3-like	LOC120761952	120761952	protein-coding	XM_040083753.2	XP_039939687.1	262	
NC_053450.1	27397649	27418286	1	minus	carbonic anhydrase 13	LOC120760248	120760248	protein-coding	XM_040080288.2	XP_039936222.1	270	
NC_053450.1	27419105	27424439	1	plus	ribosomal biogenesis factor	RBIS	120755269	protein-coding	XM_040070037.2	XP_039925971.1	101	
NC_053450.1	27424397	27439202	1	minus	E2F transcription factor 5	E2F5	120755255	protein-coding	XM_058421761.1	XP_058277744.1	376	
NC_053450.1	27442611	27461506	1	minus	leucine rich repeat and coiled-coil centrosomal protein 1	LRRCC1	120761906	protein-coding	XM_040083686.2	XP_039939620.1	1022	
NC_053450.1	27464021	27471562	1	plus	solute carrier family 7 member 13	SLC7A13	120758560	protein-coding	XM_040076954.1	XP_039932888.1	487	
NC_053450.1	27478147	27494409	1	plus	ATPase family AAA domain-containing protein 2-like	LOC120762095	120762095	protein-coding	XM_040084134.1	XP_039940068.1	712	
NC_053450.1	27513164	27516774	1	minus	uncharacterized LOC120757610	LOC120757610	120757610	lncRNA	XR_005702600.1			
NC_053450.1	27520635	27525845	1	plus	uncharacterized LOC120758636	LOC120758636	120758636	lncRNA	XR_005702959.1			
NC_053450.1	27562238	27953307	1	minus	RALY RNA binding protein like	RALYL	120761956	protein-coding	XM_040083776.2	XP_039939710.1	322	
NC_053450.1	27975255	27977717	1	plus	uncharacterized LOC120755498	LOC120755498	120755498	lncRNA	XR_005701797.2			
NC_053450.1	28728849	28756516	1	plus	sorting nexin 16	SNX16	120754030	protein-coding	XM_040067129.2	XP_039923063.1	345	
NC_053450.1	28765465	28782291	1	minus	charged multivesicular body protein 4C	CHMP4C	120762733	protein-coding	XM_040085455.2	XP_039941389.1	220	
NC_053450.1	28783381	28791193	1	plus	zinc finger AN1-type containing 1	ZFAND1	120753891	protein-coding	XM_040066693.2	XP_039922627.1	269	
NC_053450.1	28794337	28804306	1	plus	inositol monophosphatase 1	IMPA1	120757708	protein-coding	XM_040075260.1	XP_039931194.1	278	
NC_053450.1	28847832	28851237	1	plus	fatty acid-binding protein, adipocyte	LOC120749941	120749941	protein-coding	XM_040057962.2	XP_039913896.1	132	
NC_053450.1	28857520	28861469	1	plus	myelin P2 protein-like	LOC120753038	120753038	protein-coding	XM_040064926.2	XP_039920860.1	132	
NC_053450.1	28925795	28930503	1	minus	fatty acid binding protein 5	FABP5	120752726	protein-coding	XM_040064249.2	XP_039920183.1	134	
NC_053450.1	28941399	28944607	1	minus	mitochondrial ribosomal protein L53	MRPL53	120762528	protein-coding	XM_040085025.1	XP_039940959.1	109	
NC_053450.1	28967127	28974773	1	minus	uncharacterized LOC120757453	LOC120757453	120757453	lncRNA	XR_005702512.1			
NC_053450.1	28992529	29104466	1	plus	phosphoprotein membrane anchor with glycosphingolipid microdomains 1	PAG1	120752204	protein-coding	XM_040062949.2	XP_039918883.1	411	
NC_053450.1	29112255	29119351	1	minus	uncharacterized LOC120756119	LOC120756119	120756119	lncRNA	XR_005702027.1			
NC_053450.1	29121876	29127718	1	minus	uncharacterized LOC131378613	LOC131378613	131378613	lncRNA	XR_009208176.1			
NC_053450.1	29128308	29223478	1	plus	zinc finger protein 704	ZNF704	120761165	protein-coding	XM_040082129.2	XP_039938063.1	427	
NC_053450.1	29280515	29304122	1	minus	zinc finger and BTB domain containing 10	ZBTB10	120760435	protein-coding	XM_040080702.1	XP_039936636.1	826	
NC_053450.1	29374761	29496544	1	plus	tumor protein D52	TPD52	120754107	protein-coding	XM_040067318.2	XP_039923252.1	207	
NC_053450.1	29549254	29552595	1	plus	hes related family bHLH transcription factor with YRPW motif 1	HEY1	120762299	protein-coding	XM_040084558.1	XP_039940492.1	305	
NC_053450.1	29576327	29618169	1	minus	stathmin 2	STMN2	120758624	protein-coding	XM_040077093.2	XP_039933027.1	179	
NC_053450.1	29664618	29665793	1	minus	uncharacterized LOC120753414	LOC120753414	120753414	lncRNA	XR_005701184.1			
NC_053450.1	29908487	29945121	1	minus	zinc finger C2HC-type containing 1A	ZC2HC1A	120758273	protein-coding	XM_040076377.1	XP_039932311.1	371	
NC_053450.1	29972711	30017036	1	minus	cAMP-dependent protein kinase inhibitor alpha	PKIA	120754931	protein-coding	XM_040069238.2	XP_039925172.1	76	
NC_053450.1	30715699	30749072	1	plus	peroxisomal biogenesis factor 2	PEX2	120759967	protein-coding	XM_040079745.2	XP_039935679.1	304	
NC_053450.1	30749746	30927765	1	minus	zinc finger homeobox 4	ZFHX4	120762591	protein-coding	XM_040085142.1	XP_039941076.1	3106	
NC_053450.1	30928367	30958898	1	plus	uncharacterized LOC120758235	LOC120758235	120758235	lncRNA	XR_005702816.2			
NC_053450.1	31069906	31075757	1	plus	uncharacterized LOC120760309	LOC120760309	120760309	lncRNA	XR_005703350.1			
NC_053450.1	31482252	31500441	1	minus	hepatocyte nuclear factor 4 gamma	HNF4G	120755768	protein-coding	XM_040071231.2	XP_039927165.1	454	
NC_053450.1	31610466	31635150	1	minus	uncharacterized LOC120763621	LOC120763621	120763621	lncRNA	XR_005704113.2			
NC_053450.1	31732250	31772051	1	minus	cysteine rich secretory protein LCCL domain containing 1	CRISPLD1	120762011	protein-coding	XM_040083948.2	XP_039939882.1	513	
NC_053450.1	31833901	31860842	1	minus	peptidase inhibitor 15	PI15	120755924	protein-coding	XM_040071543.2	XP_039927477.1	258	
NC_053450.1	31912795	31917808	1	plus	uncharacterized LOC120759963	LOC120759963	120759963	lncRNA	XR_005703266.1			
NC_053450.1	32023072	32035492	1	minus	ganglioside induced differentiation associated protein 1	GDAP1	120761993	protein-coding	XM_040083898.2	XP_039939832.1	336	
